retriever_family,condition_a,condition_b,metric,alternative,paired_queries,mean_delta_b_minus_a,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_bonferroni_p_value,bonferroni_family_size,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high
bge_m3,bge_m3__keep,bge_m3__naive_strip,ndcg@10,less,960,-0.0011651310785060287,11679.5,0.26901659954198437,1.0,10,-0.0015071614583333332,-0.004257090628793676,0.0018359051335828725
bge_m3,bge_m3__keep,bge_m3__rule_resolved,ndcg@10,two-sided,960,-0.002044733342686759,23773.5,0.21419332908151678,1.0,10,-0.004887152777777778,-0.00587487679504656,0.0018354965139668151
bge_m3,bge_m3__keep,bge_m3__sastrawi_clitic,ndcg@10,two-sided,960,-0.00025141388842770117,4371.5,0.19195170531941885,1.0,10,-0.0010167100694444444,-0.002500553217447397,0.0018300460836679104
bge_m3,bge_m3__keep,bge_m3__sentinel,ndcg@10,two-sided,960,2.8183880767256262e-05,24572.0,0.9230590176677775,1.0,10,-0.0003352864583333333,-0.003431466833163182,0.003622486050011435
bge_m3,bge_m3__naive_strip,bge_m3__rule_resolved,ndcg@10,two-sided,960,-0.0008796022641807305,26111.5,0.21769820170307586,1.0,10,-0.003576388888888889,-0.005331054083759714,0.0035282464070461378
bge_m3,bge_m3__naive_strip,bge_m3__sastrawi_clitic,ndcg@10,two-sided,960,0.0009137171900783281,5672.5,0.5946273182654123,1.0,10,0.0004069010416666667,-0.0017959996985110267,0.003717369905464439
bge_m3,bge_m3__naive_strip,bge_m3__sentinel,ndcg@10,two-sided,960,0.0011933149592732847,21298.0,0.7167528016913045,1.0,10,0.001103515625,-0.0024455563575451005,0.00496130535332548
bge_m3,bge_m3__rule_resolved,bge_m3__sastrawi_clitic,ndcg@10,two-sided,960,0.0017933194542590586,23433.0,0.048136815073417105,0.48136815073417105,10,0.003934461805555556,-0.002558127449618308,0.00601059031971653
bge_m3,bge_m3__rule_resolved,bge_m3__sentinel,ndcg@10,greater,960,0.0020729172234540158,29080.0,0.805605506529668,1.0,10,0.004578993055555556,-0.0018420015346967717,0.005994010877252357
bge_m3,bge_m3__sastrawi_clitic,bge_m3__sentinel,ndcg@10,two-sided,960,0.0002795977691949571,23044.0,0.5027421463206796,1.0,10,0.0007628038194444444,-0.0035102809025193554,0.004146909487672272
bm25,bm25__keep,bm25__naive_strip,ndcg@10,less,960,0.0009324744913018545,688.5,0.02173217568044578,0.21732175680445778,10,0.0015125868055555556,-8.911909286160616e-06,0.0019166113824538697
bm25,bm25__keep,bm25__rule_resolved,ndcg@10,two-sided,960,-0.007245529805589068,33050.0,0.014927350059478452,0.14927350059478453,10,-0.011126302083333333,-0.012943449128316568,-0.001622043477841442
bm25,bm25__keep,bm25__sastrawi_clitic,ndcg@10,two-sided,960,0.00039038549740384623,91.5,0.4041420408710057,1.0,10,0.0005685763888888889,-0.00023688077363218942,0.0010899364901507621
bm25,bm25__keep,bm25__sentinel,ndcg@10,two-sided,960,-0.0016654336091847517,11766.5,0.3331669974250371,1.0,10,-0.003349609375,-0.004347990323968584,0.0011204256361012513
bm25,bm25__naive_strip,bm25__rule_resolved,ndcg@10,two-sided,960,-0.008178004296890922,31516.0,0.002351554396299305,0.02351554396299305,10,-0.012561848958333333,-0.013846903243439467,-0.0025198599940140865
bm25,bm25__naive_strip,bm25__sastrawi_clitic,ndcg@10,two-sided,960,-0.0005420889938980083,453.5,0.04955759710507011,0.49557597105070106,10,-0.0009396701388888889,-0.001302665229147009,0.00022913857019686942
bm25,bm25__naive_strip,bm25__sentinel,ndcg@10,two-sided,960,-0.0025979081004866064,9695.0,0.07465811900804888,0.7465811900804887,10,-0.004792751736111111,-0.005141110023444758,3.403238858972979e-05
bm25,bm25__rule_resolved,bm25__sastrawi_clitic,ndcg@10,greater,960,0.007635915302992915,31666.0,0.9961750459316939,1.0,10,0.011678602430555556,0.0019498962893229822,0.01335508600367403
bm25,bm25__rule_resolved,bm25__sentinel,ndcg@10,two-sided,960,0.005580096196404316,36660.5,0.07070741220588275,0.7070741220588275,10,0.007677951388888889,-0.0006770119139521065,0.011556856129638499
bm25,bm25__sastrawi_clitic,bm25__sentinel,ndcg@10,two-sided,960,-0.0020558191065885977,10832.5,0.236801163526147,1.0,10,-0.003884548611111111,-0.004654123425473115,0.0006504875926911262
